en_text,labels
"The frustrating thing is that it's quite expensive for Vietnamese standards- 150,000 dong for one ticket.",all-2 amn-2
"The palace is really nice and well maintained and you can visit it with a free guided tour booked on seoul information centre website
If you have time for only one palace maybe not this one",all-3 ch-1 mgt-1 amn-1
Leaving at 8am with lunch on the boat we were back just after one.,all-0
What a shame the warmongering idiots allowed such a fantastic site to be so badly damaged.,all-2 ch-2
Miscalculations on all sides lead to the near total destruction of the Citadel.,all-2 mgt-2 ch-2
"& if near sunset, bring mosquito repellent!",all-2 nat-2
I don't think I would buy the ticket again if I were to re-do my trip to Hue.,all-2
We were a little disappointed with the overall state of the place as the floors were exceptionally slippery and could do with wash to prevent accidents.,all-2 mgt-2
My husband and I really loved it.,all-1
This fortress and palace is really a wonderful place to visit.,all-1
"we spent at the Hue Imperial city at least 4 hours walking around and wondering about the amazing gates, paintings and decorations, temples...we recommend the coffee place at the Emperor’s mother’s house (just a coffee) and a visit definitely in the beautiful Co Ha gardens.",all-1 amn-1 ch-1 nat-1
This is truly an amazing place to visit....please go early before the sun is at its warmest and not as many people.,all-3 nat-2
"If you visit with local guide, you will know and understand of each meaning hiding of each design, art and would answer you why!",all-1 amn-1 ch-1
"Recommended: Take a free, guided tour, either from the Palace (times posted upon entry) or by reserving one at the Korean Tourist Agency (http://www.visitseoul.net/).",all-1 amn-1
We were very disappointed visiting the citadel!,all-2
The story behind each structure provides tourists and travellers the complete picture.,all-1 ch-1
Get yourself a hanbok and have a really traditional experience,all-1 ch-1
A lot of it is just ruins and the site is not well kept with weeds and long grass everywhere.,all-2 ch-2 mgt-2 nat-2
We had one one as a couple and the trainee artist also drew one of the missus and gave it to us for free.,all-1 ppl-1
I guess enjoying/loving your travel will depend on the places that you go.,all-0
"The outside is amazing, however inside is overgrown and run down.",all-3 nat-2 ch-2 mgt-2
"It is very enjoyable, for children and adults!",all-1
You haven not experienced korean culture and history if u will not visit one of the many palaces in seoul.,all-1 ch-1
I enjoyed walking through the huge citadel complex.,all-1
"This review is the Palace only, we have not been to the Secret Garden, which looks better.",all-0
There are also tacky shops selling tourist tat in some of the historic buildings which sours the experience.,all-2 amn-2
"These show the construction of the arena and reasons for the emperors conducting fights between elephants and tigers on one screen and on the second, a digitised reconstruction of the whole citadel as it used to be.",all-1 amn-1 ch-1
"However, I was bitterly disappointed!",all-2
"There are a couple of cafes selling cold drinks, cakes, some food etc.",all-1 amn-1
"Can spend a long time if weather is good, (bring water and snack) not so fun if pouring down rain.",all-2 nat-2
"Loved it, it was an excellent afternoon.",all-1
"So for those who are fond of watching korean series, you can relive some of the historical series you have watched in here.",all-1 ch-1
"Many places were closed for renovations with the signs just outside the buildings rather than at the entrance, so I walked pass the garden with tall grass & weeds, a few doors and long pathway, just to find that the building is closed.",all-3 mgt-3 nat-2
"Such a nice place to visit with a lot of history, nice gardens and architecture.",all-1 ch-1 nat-1
We didn’t feel like you needed an audio guide as there are many signs in various languages.,all-1 mgt-1
I didn't want it to end:D Thinh and his friend are amazing.,all-1 ppl-1
Since we are staying in a guesthouse near the palace we went there early as it is very humid that day.,all-2 nat-2
Stroll to look at the library.,all-0
The Citadel is surrounded by moats and the scenery is very photogenic.Walk towards the back of the palace and enter through a second wall into the Imperial City (or the Forbidden Purple City).,all-1 nat-1
"Sadly a significant part of this fabulous complex has been damaged by wars, and the humidity and termites are making the daunting task of restoration a major exercise.",all-2 ch-2
The restorations being done were amazing.,all-1 mgt-1
The grounds themselves were a little overgrown and several buildings were under renovation.,all-3 nat-2 mgt-3
It is not the biggest one but still one of the five more important ones.,all-3
"Unfortunately the houses of the king, the queen and the king's parents are dtotally destroyed, only their foundations remain.",all-2 ch-2
"Would advise going earlier in the day to avoid the sun and people to get good photos :)

Tour was fun and we saw the harvesting festival with Koreans dressed in the traditional costumes celebrating the harvesting season.",all-3 ch-1 nat-2
Visited today very tatty and not looked after .,all-2 mgt-2
In September 2017 at high humidity.,all-2 nat-2
This is a beautiful place and give yourself a few hours here as it is very interesting.,all-1
Besides we like the paradise of foods and hospitality of the people here.,all-1 amn-1 ppl-1
"We only stayed in Hue for two nights, as we did not love the town itself.",all-2
I'm pretty disappointed as I thought Vietnam Tourism Authority should do more to preserve this heritage for next generation.,all-2 mgt-2 ch-2
Must witness the changing of the guard which we caught at 1pm.,all-1 ch-1
"It’s a total scam if you’re not a savvy shopper, and the stall holders were so pushy.",all-2 amn-2 ppl-2
"Amazing, but I think you will appreciate it more with sunny weather and with a guide that explain everything for you.",all-1 amn-1
Loved touring the site and many different architectural features and beautiful grounds.,all-1 ch-1
However they lack the furnishing and fixtures as seen in other places.,all-2 ch-2
We spent more time around the main areas and noticed that the grass was unkept in certain areas.,all-2 mgt-2 nat-2
The tour guide showed us pictures of the Secret Garden during autumn and winter and it is simply amazing.,all-1 nat-1
"Maybe I didn't enjoy it so much because it was freezing the day I visited the palace and all I wanted just hot drink, I still see it as interesting place..",all-3 nat-2
A wonderful day spent here (although it was oppressively hot!),all-3 nat-2
the citadel is huge and poorly sign posted.,all-2 mgt-2
"I didn't notice an audio guide available, but the written guide was really great.",all-1 amn-1
Was hot when we went and even though there are plenty of places to sit and get water we only spent about 3hrs there.,all-3 amn-1 nat-2
"Prices are not that high and it is a nice 20 year old (rebuild) Korean palace, the secret garden tour is just nice.",all-1 amn-1 ch-1 mgt-1 nat-1
I'm so glad to have made it here!,all-1
What also detracts from the experience is that all the buildings were only built within the last 150 years as the originals were destroyed.,all-2 ch-2
What a disappointment.,all-2
"Be sure to partake in the secret garden tour, it only costs a couple of $/€ per person.",all-1 nat-1 amn-1
Looking to the west for the sunset was great!,all-1 nat-1
We really enjoyed our visit and spent a good few hours exploring the grounds with a local guide.,all-1 amn-1 ppl-1
"if you love cultural stuffs, palace, you will appreciate this attraction.",all-1 ch-1
One of the great palace in Seoul.,all-1
"You can see the Palace from the Far, there is a great wide avenue/boulevard leading to it.",all-0
Such a shame so much was destroyed in the war.,all-2 ch-2
"The buildings had nothing inside, so they seemed just like empty shells.",all-2 ch-2
It's a long visit so go early morning or after lunch.,all-0
Recommend you to come here if you have nothing else to do.,all-1
